condition,sentence_original,context_original,target,context_baseline1,context_baseline2,context_baseline3,context_baseline4
cw_incon,"If golf used the same equipment as tennis, players would work hard to improve their technique. A golfer would hurt his shoulder from swinging his club and visit a physio for treatment.","If golf used the same equipment as tennis, players would work hard to improve their technique. A golfer would hurt his shoulder from swinging his club",club, A golfer would hurt his shoulder from swinging his club,"If golf used the same equipment as tennis, players would work hard to improve their technique. A golfer hurt his shoulder from swinging his club","golf used the same equipment as tennis, players would work hard to improve their technique. A golfer would hurt his shoulder from swinging his club",golf uses the same equipment as tennis. players work hard to improve their technique. A golfer would hurt his shoulder from swinging his club
cw_incon,If aspects of the law were only taught in a medical course there would be lots of books to read during the syllabus. A student would become a solicitor by studying law and impress his family and friends.,If aspects of the law were only taught in a medical course there would be lots of books to read during the syllabus. A student would become a solicitor by studying law,law, A student would become a solicitor by studying law,If aspects of the law were only taught in a medical course there would be lots of books to read during the syllabus. A student becomes a solicitor by studying law,aspects of the law were only taught in a medical course there would be lots of books to read during the syllabus. A student would become a solicitor by studying law,aspects of the law are only taught in a medical course there are lots of books to read during the syllabus. A student would become a solicitor by studying law
cw_incon,If all cinemas were a nightclub with a dancefloor inside they would be popular places with lively young people. John would invite Mary to the cinema for a movie and they would have a great time.,If all cinemas were a nightclub with a dancefloor inside they would be popular places with lively young people. John would invite Mary to the cinema for a movie,movie, John would invite Mary to the cinema for a movie,If all cinemas were a nightclub with a dancefloor inside they would be popular places with lively young people. John invited Mary to the cinema for a movie,all cinemas were a nightclub with a dancefloor inside they would be popular places with lively young people. John would invite Mary to the cinema for a movie,all cinemas are a nightclub with a dancefloor inside. they are popular places with lively young people. John would invite Mary to the cinema for a movie
cw_incon,"If trains were powered by wind like tall ships, they would be cheap to operate all year round. A train driver would be in charge of the engine and staff would look after passengers.","If trains were powered by wind like tall ships, they would be cheap to operate all year round. A train driver would be in charge of the engine",engine, A train driver would be in charge of the engine,"If trains were powered by wind like tall ships, they would be cheap to operate all year round. A train driver is in charge of the engine","trains were powered by wind like tall ships, they would be cheap to operate all year round. A train driver would be in charge of the engine","trains are powered by wind like tall ships, they are cheap to operate all year round. A train driver would be in charge of the engine"
cw_incon,"If caterpillars turned into birds in the chrysalis, it would be an amazing transformation to study. A caterpillar would mature into a butterfly and enjoy testing its new wings.","If caterpillars turned into birds in the chrysalis, it would be an amazing transformation to study. A caterpillar would mature into a butterfly",butterfly, A caterpillar would mature into a butterfly,"If caterpillars turned into birds in the chrysalis, it would be an amazing transformation to study. A caterpillar matures into a butterfly","caterpillars turned into birds in the chrysalis, it would be an amazing transformation to study. A caterpillar would mature into a butterfly","caterpillars turn into birds in the chrysalis, it is an amazing transformation to study. A caterpillar would mature into a butterfly"
cw_incon,"If it were possible to travel back in time to meet famous dead people, our newspapers would be full of exciting stories. Reporters would carry out an interview with Prince and ask what inspired his music.","If it were possible to travel back in time to meet famous dead people, our newspapers would be full of exciting stories. Reporters would carry out an interview with Prince",Prince, Reporters would carry out an interview with Prince,"If it were possible to travel back in time to meet famous dead people, our newspapers would be full of exciting stories. Reporters carry out an interview with Prince","it were possible to travel back in time to meet famous dead people, our newspapers would be full of exciting stories. Reporters would carry out an interview with Prince","it is possible to travel back in time to meet famous dead people, our newspapers are full of exciting stories. Reporters would carry out an interview with Prince"
cw_incon,If ants had wings instead of legs they would feel safer from the predators that hunt them. A colony of ants would escape from predators by climbing and building their nests in trees.,If ants had wings instead of legs they would feel safer from the predators that hunt them. A colony of ants would escape from predators by climbing,climbing, A colony of ants would escape from predators by climbing,If ants had wings instead of legs they would feel safer from the predators that hunt them. A colony of ants escapes from predators by climbing,ants had wings instead of legs they would feel safer from the predators that hunt them. A colony of ants would escape from predators by climbing,ants have wings instead of legs. they feel safer from the predators that hunt them. A colony of ants would escape from predators by climbing
cw_incon,"If America had the same national sport as Spain, it would be a popular destination for enthusiasts. Visitors would go to Chicago to watch baseball and join the crowds of spectators.","If America had the same national sport as Spain, it would be a popular destination for enthusiasts. Visitors would go to Chicago to watch baseball",baseball, Visitors would go to Chicago to watch baseball,"If America had the same national sport as Spain, it would be a popular destination for enthusiasts. Visitors go to Chicago to watch baseball","America had the same national sport as Spain, it would be a popular destination for enthusiasts. Visitors would go to Chicago to watch baseball","America has the same national sport as Spain, it is a popular destination for enthusiasts. Visitors would go to Chicago to watch baseball"
cw_incon,If the French moved the Eiffel Tower to Berlin as a present it would be gratefully received by the community. Steve would see the Eiffel Tower in France and show off to his friends at home.,If the French moved the Eiffel Tower to Berlin as a present it would be gratefully received by the community. Steve would see the Eiffel Tower in France,France, Steve would see the Eiffel Tower in France,If the French moved the Eiffel Tower to Berlin as a present it would be gratefully received by the community. Steve saw the Eiffel Tower in France,the French moved the Eiffel Tower to Berlin as a present it would be gratefully received by the community. Steve would see the Eiffel Tower in France,the French moves the Eiffel Tower to Berlin as a present. it is gratefully received by the community. Steve would see the Eiffel Tower in France
cw_incon,If Tony Blair were famous for being an opera singer he would put on a spectacular show for his audiences. Crowds of people would watch Tony Blair lead an campaign and hopefully they would enjoy it.,If Tony Blair were famous for being an opera singer he would put on a spectacular show for his audiences. Crowds of people would watch Tony Blair lead an campaign,campaign, Crowds of people would watch Tony Blair lead an campaign,If Tony Blair were famous for being an opera singer he would put on a spectacular show for his audiences. Crowds of people watch Tony Blair lead an campaign,Tony Blair were famous for being an opera singer he would put on a spectacular show for his audiences. Crowds of people would watch Tony Blair lead an campaign,Tony Blair is famous for being an opera singer. he puts on a spectacular show for his audiences. Crowds of people would watch Tony Blair lead an campaign
cw_incon,"If chickens were mammals, their behaviour would be interesting to examine. Environmentalists would watch chickens give birth to eggs and check they are kept safe.","If chickens were mammals, their behaviour would be interesting to examine. Environmentalists would watch chickens give birth to eggs",eggs, Environmentalists would watch chickens give birth to eggs,"If chickens were mammals, their behaviour would be interesting to examine. Environmentalists watch chickens give birth to eggs","chickens were mammals, their behaviour would be interesting to examine. Environmentalists would watch chickens give birth to eggs","chickens are mammals, their behaviour is interesting to examine. Environmentalists would watch chickens give birth to eggs"
cw_incon,If nail varnish were for use on the eyes there would be lots of bright colours to choose from. Gillian would paint sparkly pink nail varnish onto her nails and look beautiful all night.,If nail varnish were for use on the eyes there would be lots of bright colours to choose from. Gillian would paint sparkly pink nail varnish onto her nails,nails, Gillian would paint sparkly pink nail varnish onto her nails,If nail varnish were for use on the eyes there would be lots of bright colours to choose from. Gillian paint sparkly pink nail varnished onto her nails,nail varnish were for use on the eyes there would be lots of bright colours to choose from. Gillian would paint sparkly pink nail varnish onto her nails,nail varnish is for use on the eyes. There are lots of bright colours to choose from. Gillian would paint sparkly pink nail varnish onto her nails
cw_incon,"If spiders had the same biological systems as bees, we would see evidence of their hard work. A spider would spend all day producing webs and admire its hard work later.","If spiders had the same biological systems as bees, we would see evidence of their hard work. A spider would spend all day producing webs",webs, A spider would spend all day producing webs,"If spiders had the same biological systems as bees, we would see evidence of their hard work. A spider spends all day producing webs","spiders had the same biological systems as bees, we would see evidence of their hard work. A spider would spend all day producing webs","spiders have the same biological systems as bees, we see evidence of their hard work. A spider would spend all day producing webs"
cw_incon,"If football used the same scoring terminology as rugby, it would save spectators’ confusion. Football fans would cheer when a player scores a goal and wave their flags with excitement.","If football used the same scoring terminology as rugby, it would save spectators’ confusion. Football fans would cheer when a player scores a goal",goal, Football fans would cheer when a player scores a goal,"If football used the same scoring terminology as rugby, it would save spectators’ confusion. Football fans cheer when a player scores a goal","football used the same scoring terminology as rugby, it would save spectators’ confusion. Football fans would cheer when a player scores a goal","football uses the same scoring terminology as rugby, it saves spectators’ confusion. Football fans would cheer when a player scores a goal"
cw_incon,If the sun only came out during the night it would change the way we spend our holidays. People would sunbathe on the beach at midday and wear lots of sunscreen.,If the sun only came out during the night it would change the way we spend our holidays. People would sunbathe on the beach at midday,midday, People would sunbathe on the beach at midday,If the sun only came out during the night it would change the way we spend our holidays. People sunbathe on the beach at midday,the sun only came out during the night it would change the way we spend our holidays. People would sunbathe on the beach at midday,the sun only comes out during the night. it changes the way we spend our holidays. People would sunbathe on the beach at midday
cw_incon,If it were Elvis who gives presents at Christmas he would be very popular with children. Children would stay awake on Christmas Eve to look for Santa and find out what their presents are.,If it were Elvis who gives presents at Christmas he would be very popular with children. Children would stay awake on Christmas Eve to look for Santa,Santa, Children would stay awake on Christmas Eve to look for Santa,If it were Elvis who gives presents at Christmas he would be very popular with children. Children stay awake on Christmas Eve to look for Santa,it were Elvis who gives presents at Christmas he would be very popular with children. Children would stay awake on Christmas Eve to look for Santa,it is Elvis who gives presents at Christmas. he is very popular with children. Children would stay awake on Christmas Eve to look for Santa
cw_incon,"If Charles Darwin had been famous for his pharmaceutical work, we would learn about it in school. Darwin would have published a book about the evolution of animals and sold lots of copies.","If Charles Darwin had been famous for his pharmaceutical work, we would learn about it in school. Darwin would have published a book about the evolution of animals",animals, Darwin would have published a book about the evolution of animals,"If Charles Darwin had been famous for his pharmaceutical work, we would learn about it in school. Darwin has published a book about the evolution of animals","Charles Darwin had been famous for his pharmaceutical work, we would learn about it in school. Darwin would have published a book about the evolution of animals",Charles Darwin has been famous for his pharmaceutical work. we learn about it in school. Darwin would have published a book about the evolution of animals
cw_incon,If a ferry were converted into a flying vessel it might save some travelling time for holidaymakers. A ferry would travel across the Atlantic Ocean in the sea and arrive in America in record time.,If a ferry were converted into a flying vessel it might save some travelling time for holidaymakers. A ferry would travel across the Atlantic Ocean in the sea,sea, A ferry would travel across the Atlantic Ocean in the sea,If a ferry were converted into a flying vessel it might save some travelling time for holidaymakers. A ferry travels across the Atlantic Ocean in the sea,a ferry were converted into a flying vessel it might save some travelling time for holidaymakers. A ferry would travel across the Atlantic Ocean in the sea,a ferry is converted into a flying vessel. it might save some travelling time for holidaymakers. A ferry would travel across the Atlantic Ocean in the sea
cw_incon,If Isaac Newton had had the benefit of modern technology it would have been easier to publicize his investigations. Isaac Newton would have documented his research on a typewriter and we would all learn from it.,If Isaac Newton had had the benefit of modern technology it would have been easier to publicize his investigations. Isaac Newton would have documented his research on a typewriter,typewriter, Isaac Newton would have documented his research on a typewriter,If Isaac Newton had had the benefit of modern technology it would have been easier to publicize his investigations. Isaac Newton has documented his research on a typewriter,Isaac Newton had had the benefit of modern technology it would have been easier to publicize his investigations. Isaac Newton would have documented his research on a typewriter,Isaac Newton has had the benefit of modern technology. it has been easier to publicize his investigations. Isaac Newton would have documented his research on a typewriter
cw_incon,"If Switzerland had the same landscape as Egypt, it would be a beautiful country to visit. Gary would go to Switzerland to climb the mountains and get suntan to his face.","If Switzerland had the same landscape as Egypt, it would be a beautiful country to visit. Gary would go to Switzerland to climb the mountains",mountains, Gary would go to Switzerland to climb the mountains,"If Switzerland had the same landscape as Egypt, it would be a beautiful country to visit. Gary goes to Switzerland to climb the mountains","Switzerland had the same landscape as Egypt, it would be a beautiful country to visit. Gary would go to Switzerland to climb the mountains",Switzerland has the same landscape as Egypt. it is a beautiful country to visit. Gary would go to Switzerland to climb the mountains
cw_incon,If cats had developed language skills like humans it would be interesting to hear what they have to say. Judith would listen to her cat meow and throw balls of wool for it to play with.,If cats had developed language skills like humans it would be interesting to hear what they have to say. Judith would listen to her cat meow,meow, Judith would listen to her cat meow,If cats had developed language skills like humans it would be interesting to hear what they have to say. Judith listens to her cat meow,cats had developed language skills like humans it would be interesting to hear what they have to say. Judith would listen to her cat meow,cats has developed language skills like humans. it is interesting to hear what they have to say. Judith would listen to her cat meow
cw_incon,If footballers were only allowed to touch the ball with their hands it would be an easier game to play. Footballers would avoid a tackle by passing the ball using their feet and running into a clear space.,If footballers were only allowed to touch the ball with their hands it would be an easier game to play. Footballers would avoid a tackle by passing the ball using their feet,feet, Footballers would avoid a tackle by passing the ball using their feet,If footballers were only allowed to touch the ball with their hands it would be an easier game to play. Footballers avoid a tackle by passing the ball using their feet,footballers were only allowed to touch the ball with their hands it would be an easier game to play. Footballers would avoid a tackle by passing the ball using their feet,footballers are only allowed to touch the ball with their hands. It is an easier game to play. Footballers would avoid a tackle by passing the ball using their feet
cw_incon,"If birds were equipped with the same sensory abilities as bats, they would find them useful. A bird would avoid collisions at night using sight and identify locations of possible mates.","If birds were equipped with the same sensory abilities as bats, they would find them useful. A bird would avoid collisions at night using sight",sight, A bird would avoid collisions at night using sight,"If birds were equipped with the same sensory abilities as bats, they would find them useful. A bird avoids collisions at night using sight","birds were equipped with the same sensory abilities as bats, they would find them useful. A bird would avoid collisions at night using sight","birds are equipped with the same sensory abilities as bats, they find them useful. A bird would avoid collisions at night using sight"
cw_incon,"If the Royal Family were selected by a public vote, everyone would be happy with the choice. The next King of England would be chosen by heredity and the coronation broadcast on TV.","If the Royal Family were selected by a public vote, everyone would be happy with the choice. The next King of England would be chosen by heredity",heredity, The next King of England would be chosen by heredity,"If the Royal Family were selected by a public vote, everyone would be happy with the choice. The next King of England is chosen by heredity","the Royal Family were selected by a public vote, everyone would be happy with the choice. The next King of England would be chosen by heredity","the Royal Family are selected by a public vote, everyone is happy with the choice. The next King of England would be chosen by heredity"
cw_incon,"If all penguins lived in the African desert, they would have to adapt to the environment. Penguins would learn to outrun bears and find food for their young.","If all penguins lived in the African desert, they would have to adapt to the environment. Penguins would learn to outrun bears",bears, Penguins would learn to outrun bears,"If all penguins lived in the African desert, they would have to adapt to the environment. Penguins learn to outrun bears","all penguins lived in the African desert, they would have to adapt to the environment. Penguins would learn to outrun bears","all penguins live in the African desert, they have to adapt to the environment. Penguins would learn to outrun bears"
